count,asn_no,asn_org
2,133114,ControlVM Sdn Bhd
2,3595,DATABANK-ZCOLO
2,47764,Limited liability company Mail.Ru
2,49352,"Domain names registrar REG.RU, Ltd"
2,35041,Levonline AB
2,37053,RSAWEB Internet Services
2,150113,HERO LINE LIMITED
2,206854,"Lesun communication furtherance engineers Co, (Ltd.)"
2,42104,Maxima Ltd.
2,10755,DARTMOUTH-AS
2,11290,CC-3272
2,53824,LIQUIDWEB
2,6903,Zenon N.S.P.
2,60311,1.FM AG
2,44441,SIA PostMet
2,36086,TELX-LEGACY
2,150834,IDATA TECHNOLOGY SOLUTIONS COMPANY LIMITED
2,53587,AZT
2,16481,BABSON-GNET
2,41528,Loopia AB
2,6769,State Enterprise Infostruktura
2,16735,ALGAR TELECOM SA
2,47242,Host SpA
2,13127,Tele 2 Nederland B.V.
2,59371,Dimension Network & Communication Limited
2,49993,Mitro International Limited
2,4181,TDS-AS
2,131923,MCAT Ltd.
2,46198,"Trilogy Dominicana, S.A."
2,135450,PT Berkah Solusi Teknologi Informasi
2,22841,NCCNORTHAMPTON
2,9384,MIKU NETWORK LIMITED
2,38764,MARKAS BESAR KEPOLISIAN REPUBLIK INDONESIA
2,3851,NSHE-NEVADANET
2,140803,"8, 195 Street, Thang Town, Hiep Hoa, Bac Giang, Viet Nam"
2,20904,Cinia Oy
2,18734,"Operbes, S.A. de C.V."
2,23655,2degrees Networks Limited
2,29522,Cyber_Folks S.A.
2,7557,Korea Trade Network
2,3208,ARN
2,141797,Vidhi Infosys
2,38880,Micron21 Datacentre Pty Ltd
2,134700,Sinoycloud Limited
2,198966,Fill Ltd.
2,16686,EDNS
2,398355,DATAIDEAS-LLC
2,8280,SYNAPSECOM S.A. Provider of Telecommunications and Internet Services
2,611,NECN-1-611
2,10145,SecureIP
2,200573,NEXET Sp. z o.o.
2,21367,Wiland Ltd
2,61323,Ans Academy Limited
2,52173,Makonix SIA
2,58500,Citra Internet Exchange
2,133295,Web Werks India Pvt Ltd
2,205424,Ulunet Internet ve Iletisim Hizmetleri San. ve Tic. Ltd. Sti.
2,400529,INFRALY-LLC
2,10105,OMNIconnect Pty Ltd
2,63410,PrivateSystems Networks
2,54044,QITX-INC
2,19570,MAPLETRONICSCOMP
2,35280,F5 Networks SARL
2,136743,"Internet Keeper Global (Group) Co., Limited"
2,18969,KLC-AS-1
2,18420,National Central University
2,46959,Vancouver Convention Centre
2,206776,Ophidian Network Limited
2,21412,UAB Cgates
2,48536,Rational Services Ltd
2,48823,Hosting.de GmbH
2,49349,"Dotsi, Unipessoal Lda."
2,54197,TGS4
2,29632,Netassist Limited
2,3705,U.S. Government Printing Office
2,60494,"Unelink Telecom, S.A."
2,43574,Rostelecom
2,8542,Eviny Digital AS
2,35063,Chopin Telewizja Kablowa spolka z ograniczona odpowiedzialnoscia
2,32619,SCHNUCKS
2,203951,Toseh Samanehay-e Narmafzari-e Negin (Tosan) PJSC
2,23031,PIOVESAN AMPUERO EMILIO (TELECU-UNILINKMASTER)
2,116,Telcordia Technologies
2,1764,Next Layer Telekommunikationsdienstleistungs- und Beratungs GmbH
2,1968,UMASSNET-AS1968
2,47869,Netrouting
2,16814,NSS S.A.
2,31424,"Netrics Zuerich AG, Opfikon"
2,47869,Netrouting B.V.
2,19237,OMNIS
2,142580,Edgevirt
2,30870,Trans-iX B.V.
2,201119,Icewood LLC
2,21056,Vianova S.p.A
2,30781,Free Pro SAS
2,11179,"Aryaka Networks, Inc."
2,45144,Net Onboard Sdn Bhd - Quality & Reliable Cloud Hosting Provider
2,3491,BTN-ASN
2,19133,Bird Hosting Inc.
2,16347,ADISTA SAS
2,15224,OMNITURE
2,131536,"Shanghai Great Wall Broadband Network Service Co., Ltd."
2,8218,Zayo France SAS
2,29687,Geodim Ltd.
2,13041,Consorci de Serveis Universitaris de Catalunya
2,35487,"Misaka Network, Inc."
2,6856,Ic-voronezh
2,59322,Black Fiber Solutions Corporation
2,328225,Strathmore-University
2,55376,"KCV communications CO.,LTD."
2,264617,GRUPO PANAGLOBAL 15 S.A
2,40443,CDK-GLOBAL
2,9822,Amnet IT Services Pty Ltd
2,9689,T Broad
2,36024,"TierPoint, LLC"
2,30992,MTN-NS-CAMEROON
2,136133,SQUIXA PTY LIMITED
2,224,UNINETT AS
2,30176,AS-PRIORITYCOLO
2,15656,Nano Iletisim Bilisim Hizmetleri Teknoloji Sistemleri Sanayi ve Ticaret Ltd Sirketi
2,36114,"Versaweb, LLC"
2,29468,InfraCom Managed Services AB
2,16913,Loyola University New Orleans
2,17408,AboveNet Communications Taiwan
2,55359,Fluccs Australia Australian Cloud Provider
2,56430,Chroot Network SRL
2,211301,Collin Schneeweiss
2,34173,SafeBrands S.A.S.
2,18310,"TBROAD ABC BROADCASTING CO.,LTD."
2,200859,sps Building Companyltd
2,38244,VNG Corporation
2,15612,ServeCentric Ltd.
2,41313,novatel Eood
2,211909,Hope Media Europe e.V.
2,39594,Pasific LLC
2,35382,Moment Digital Oy
2,12338,Euskaltel S.A.
2,1403,EBOX
2,21479,Rostelecom
2,3705,GPO-NET
2,205053,Asimia Damaskou
2,275,NTTA-275
2,50542,JSC ER-Telecom Holding
2,59592,intercolo GmbH
2,199417,Oleksii Namiatov
2,8469,CANCOM Managed Services GmbH
2,39405,Fullsave SAS
2,23563,Tbroad Suwon Broadcasting Corporation
2,1761,TDIR-CAPNET
2,18329,Sangmyung University
2,394081,RIONET-AS
2,29522,KEI.PL Sp. z o.o.
2,9622,Kurashiki Cable TV
2,54643,IDIGITAL
2,39741,data-centr ekaterinburg OOO
2,43581,Ztv Corp LLC
2,45325,PT PC24 Telekomunikasi Indonesia
2,204094,"Web Solutions, Lda"
2,56076,HOLCIM AUSTRALIA
2,201814,Meverywhere sp. z o.o.
2,210203,RETN Limited
2,18047,National Tsing-Hua University
2,33876,"Dominios, S.A."
2,199075,TV-EURO-SAT Marek Gzowski
2,200858,MM ONE Group Srl
2,150436,Byteplus Pte. Ltd.
2,17416,DWINS Digital Service Corp.
2,7806,ASN7806
2,23138,FIRST-STEP
2,207803,Emenders BV
2,8437,Hutchison Drei Austria GmbH
2,52201,OOO Suntel
2,22860,SERVICIOS INTERNET LTDA
2,12993,SIA Digitalas Ekonomikas Attistibas Centrs
2,53055,DIMENOC SERVICOS DE INFORMATICA LTDA
2,9834,Trade Me Limited
2,140292,CHINATELECOM Jiangsu province Suzhou 5G network
2,33852,MTS Armenia CJSC
2,13625,CALGAH Computer Systems and Management Ltd
2,35834,CCP ehf.
2,51482,Banedanmark
2,48326,DataNetworks s.r.o.
2,137186,"XiaoMa Technology Co., Ltd."
2,1113,Technische Universitaet Graz
2,46337,WEBSITE-HOSTING
2,29184,Igra-Service LLC
2,31027,GlobalConnect NN A/S
2,31415,SVS Communication
2,209588,Flyservers S.A.
2,44051,Fornex Hosting S.L.
2,18002,AS Number for Interdomain Routing
2,42549,UAB Baltnetos komunikacijos
2,41557,Drustvo za telekomunikaciski uslugi TELEKABEL DOOEL Stip
2,57271,BitWeb LLC
2,9812,"Oriental Cable Network Co., Ltd."
2,10359,EPICSYS
2,32726,LIBERTY
2,12145,COLORADOSTATEUNIV
2,36907,TVCaboAngola
2,136297,Vision Hi-speed Technology Pvt.ltd.
2,17716,National Taiwan University
2,133525,Nimbus2 Pty Ltd
2,58659,Quest Consultancy Pvt Ltd
2,54004,OPTIMUM-WIFI2
2,39855,Mod Mission Critical LLC
2,53828,NITEL
2,133337,PT Menara Sinar Semesta
2,964,IONSWITCH-NW
2,133096,MOTHERSHIP
2,16186,IP Group AS
2,31027,Nianet A/S
2,28573,CLARO S.A.
2,45815,ESDS Software Solution Pvt. Ltd.
2,14760,MURRAY-STATE-UNIVERSITY
2,17936,"Cable Television Kani Co.,Inc."
2,2639,ZOHO-AS
2,208582,dogado GmbH
2,1111,Universitaet Klagenfurt
2,198066,"Grupo Loading Systems, S.L."
2,6366,PDXNET
2,15954,"Tecnocratica Centro de Datos, S.L."
2,11274,ADHOST
2,63938,Pulo Diezmo Rd.
2,211611,Exim Host SRL
2,210106,OHOST LLC
2,19373,"Triara.com, S.A. de C.V."
2,36824,CV
2,15922,Qweb Internet Services B.V.
2,23752,"Nepal Telecommunications Corporation, Internet Services"
2,25159,PJSC MegaFon
2,10326,WPI
2,15216,HOSTWAY
2,57878,Prager Connect GmbH
2,8368,Destiny N.V
2,272027,"LAUAM MEGARED TELECOM, S.R.L."
2,8816,Metrolink S.R.L.
2,27665,Columbus Communications Trinidad Limited.
2,327813,Web4Africa
2,42005,LightStorm Communications s.r.o.
2,209974,Itglobalcom Rus LLC
2,44679,INVITE Systems SRL
2,48031,Ivanov Vitaliy Sergeevich
2,42473,ANEXIA Internetdienstleistungs GmbH
2,15701,Sascha Elimar Coldewey
2,1133,SURF B.V.
2,28916,International Labour Office
2,209741,Toesegaran Shabakeh Arseh Novin Ltd
2,30496,"TierPoint, LLC"
2,397071,AWEB-LLC-ASN
2,3848,WORLDLINX-2
2,31252,StarNet Solutii SRL
2,21473,PFALZKOM GmbH
2,8070,MICROSOFT-CORP-MSN-AS-BLOCK
2,23748,Cat Networks K.K.
2,11351,Charter Communications Inc
2,15640,MTS PJSC
2,29650,Sungard Availability Services (Ireland) Ltd.
2,37501,UOFS
2,263243,BRIDGE TELECOM S.A.
2,43959,xTom GmbH
2,29208,"Quantcom, a.s."
2,25151,Cyso Management B.V.
2,1213,HEAnet CLG
2,22883,CONDENAST
2,30722,Vodafone Italia S.p.A.
2,16778,CCHCS-2-ASN-1
2,23860,Alliance Broadband Services Pvt. Ltd.
2,8732,JSC Comcor
2,6855,"Slovak Telecom, a. s."
2,15496,Aalto University
2,210666,1 Net Telekom Ve Iletisim Hizmetleri Pazarlama Sanayi Ticaret Limited Sirketi
2,34309,Link11 GmbH
2,30962,comtrance GmbH
2,16262,Datacheap Ltd.
2,53907,QTS-RIC
2,198357,Padidar Technology Co
2,14492,DATAPIPE
2,11383,AS-TIERP-11383
2,45379,Ulsan National Institute of Science and Technology
2,26930,AS26930
2,51327,RETN AM Limited Liability Company
2,44328,Region Syddanmark
2,198951,BLS AG
2,51896,Hringdu ehf
2,207027,LLC Eximius
2,137698,"HaerbingHeilongjiang Province, P.R.China."
2,208450,Megahost Kazakhstan TOO
2,11810,AWEBER-SYSTEMS
2,39869,Livenet Sp. z o.o.
2,38182,Extreme Broadband - Total Broadband Experience
2,11809,NET-ERAU-PRC
2,8068,Microsoft Corporation
2,57724,Ddos-guard Ltd
2,58928,Cloud365 Australia Pty Limited
2,8400,TELEKOM SRBIJA a.d.
2,38165,PT. AMBHARA DUTA SHANTI
2,46261,QUICKPACKET
2,43557,Eniig Fiber A/S
2,26046,USU-EDU
2,36180,CISCO-IOT
2,150734,Myklnet Sdn Bhd
2,136030,Redtone Telecommunications Pakistan Private Limited
2,49002,JSC Russian Post
2,20649,FiberSunucu internet Hizmetleri Ugur Pala
2,135901,Phuong Dong technology solution company limited
2,25472,Wind Hellas Telecommunications SA
2,44112,SpaceWeb Ltd
2,64249,ENDOFFICE
2,39396,NBI Systems Ltd.
2,134425,China Telecom
2,22908,"Sixsigma Networks Mexico, S.A. de C.V."
2,31287,IPACCT CABLE Ltd
2,22394,CELLCO
2,17222,MUNDIVOX DO BRASIL LTDA
2,46652,SERVERSTACK-ASN
2,50498,JSC ER-Telecom Holding
2,136277,Austalian Private Cloud Hosting
2,30449,State of Arizona
2,136023,"PTE Group Co., Ltd"
2,1312,VA-TECH-AS
2,37693,TUNISIANA
2,30419,MEDIAMATH-INC
2,12302,Vodafone Romania S.A.
2,204104,Mir Amirhosein Musavi
2,48146,Triple A Fibra S.L.
2,25542,Denit B.V.
2,36374,STELLAR-ASSOCIATION
2,6640,"CenturyLink Communications, LLC"
2,135478,PT. Cyberindo Aditama
2,39758,SimpliQ Tech SRL
2,196697,Cegeka Solutions GmbH
2,41011,Ch-net S.r.l.
2,10929,eStruxture Data Centers Inc.
2,141679,China Telecom Beijing Tianjin Hebei Big Data Industry Park Branch
2,201579,Hostgnome Ltd
2,10745,ARIN-ASH-CHA
2,14472,ROGERS-COMMUNICATIONS
2,25133,LLC McLaut-Invest
2,32136,FARMINGDALESTATE
2,17152,BATES
2,15687,NNIT A/S
2,73,University of Washington
2,50129,TVHoradada Multimedia S.L.
2,205952,"Rusonyx, Ltd."
2,203098,"trafficforce, UAB"
2,36007,"Kamatera, Inc."
2,26923,OPLIN
2,23805,"Watarase Television Co.,Ltd"
2,2611,BELNET
2,12850,ENTER S.r.l.
2,39494,Jsc ru-center
2,131404,Masters Technology Corporation
2,209257,Klett IT GmbH
2,18501,CODERO-DFW
2,21976,NJEDGE-NET
2,11500,MSOE-INTERNET
2,45707,"Prime Link Communication, PT"
2,13657,E-Gate Communications Inc.
2,35592,Coolhousing s.r.o.
2,140105,Shaanxi Mobile Communication Company Limited
2,8412,T-Mobile Austria GmbH
2,932,XNNET
2,14742,INTERNAP-BLOCK-4
2,62,CyrusOne LLC
2,1828,UNITAS
2,28909,Tv Sat Net Ltd
2,10118,Hutchison Telephone Company Limited
2,21682,H-S-NET-01
2,211401,Atak Domain Hosting Internet ve Bilgi Teknolojileri Ltd. Sti.
2,17862,Kangwon National University
2,27501,LASVEGASNET-AS
2,9341,PT INDONESIA COMNETS PLUS
2,30236,CRONOMAGIC-1
2,269916,EAST NET S.A.S.
2,12714,PJSC MegaFon
2,3,Massachusetts Institute of Technology
2,137331,PT Cloud Teknologi Nusantara
2,12374,LF.net Netzwerksysteme GmbH
2,9038,Batelco Jordan
2,24434,James Cook University
2,36483,GOSSAMERTHREADS
2,19527,GOOGLE-2
2,23943,Hyperspike Pty Ltd
2,137688,CHINATELECOM Liaoning Benxi MAN
2,205787,Public Cloud Ltd.
2,41909,PINVDS OU
2,34974,Rostelecom
2,29243,MMD Networks Oy
2,20836,CDLAN s.r.l.
2,56862,Dynamic Network Technolodgies LLC.
2,36677,KATUN-AS-1
2,45287,"Varnion Technology Semesta, PT"
2,141153,"LCX International Technology Co., Limited"
2,45595,Pakistan Telecom Company Limited
2,5538,Institute of Mathematics and Computer Science of University of Latvia
2,201815,Ganfan Cloud Ltd
2,36937,Neotel Pty Ltd
2,40156,THEOPT-HOU
2,34087,Nte Marked As
2,36786,UNIVERSITE-LAVAL
2,133118,China Unicom IP network
2,202675,Keliweb S.R.L
2,31655,Gamma Telecom Holdings Ltd
2,204499,Ertebatdehi Ilam Technical & Services Company PJS
2,25310,Cable & Wireless Access Limited
2,34920,Simply Transit Ltd
2,22458,NETSOURCE
2,32771,DNSIMPLE
2,209622,uPress Inc
2,20677,imos Gesellschaft fuer Internet-Marketing und Online-Services mbH
2,137870,"IHNetworks, LLC"
2,9605,"NTT DOCOMO, INC."
2,20782,Zebra Electronics LTD
2,198949,Securitydam Ltd
2,53999,Priority Colo Inc
2,150359,Cable Television TOYAMA Inc.
2,133534,Ladbrokes Digital Australia Pty Ltd
2,33028,AS33028
2,46308,AS46308
2,40029,NOVUS-3
2,32157,DC-UOIT-NET
2,23949,PT Comtronics Systems
2,36982,UCT
2,27962,AltaVoz S.A.
2,213122,Hyonix LLC
2,5719,SUNYSB
2,52207,JSC ER-Telecom Holding
2,37100,SEACOM-AS
2,206448,LLC SouthTransTelecom
2,11831,ESECUREDATA
2,13319,Storm Internet Services
2,20676,Plusnet GmbH
2,31983,QUEENSU-KINGSTON
2,211183,AdminVPS OOO
2,61510,Cooperativa Telefonica de Calafate Ltda.
2,399195,PEGTECHINC-AP-04
2,26788,Rogers Communications Canada Inc.
2,17939,"miyazaki cabletelevision network Co.,LTD"
2,1781,Korea Advanced Institute of Science and Technology
2,7332,LIGHTBOUND-AS
2,15557,SFR SA
2,27422,TNSTATE
2,206347,Wessex Internet Limited
2,136194,"Huangshi, Hubei Province, P.R.China."
2,22097,KLGATES
2,211790,Innet.az Ltd
2,394627,ASN-UCC
2,50465,IQHost Ltd
2,39775,Limited Liability Company HyperNet
2,30110,ADVANCED-COMMUNICATIONS-TECHNOLOGY
2,59895,CityNet Telekom Ltd.
2,394996,PAPERSPACE
2,29684,Nour Communication Co.Ltd - Nournet
2,5602,Irideos S.p.A.
2,44914,Petrus Spolka z ograniczona odpowiedzialnoscia
2,33313,WILCON
2,135444,PT Ikubaru Indonesia
2,133822,PT Kereta Api Indonesia Persero
2,763,IBM
2,62048,Avini cultural and Art Institute
2,25145,Teknotel Telekomunikasyon Sanayi Ve Ticaret A.s.
2,210756,EdgeCenter LLC
2,10143,Exetel Pty Ltd
2,43420,Eltronik Sp. z o.o.
2,35470,Signet B.V.
2,1982,ASN-NWNEX
2,51645,JSC ER-Telecom Holding
2,134145,TF GLOBAL MARKETS (AUST) PTY LTD
2,265734,The Diners Club del Ecuador C. LTDA
2,16617,COMMUNITYISP
2,134098,Licson Internet Service
2,201924,ENAHOST s.r.o.
2,135356,CN CARE NETWORK LTD
2,59782,ITB SP.z o o
2,29049,Delta Telecom Ltd
2,62468,VpsQuan L.L.C.
2,204603,Partner LLC
2,39318,Nucleus NV
2,41535,"Rusonyx, Ltd."
2,137035,Parallel Web Cloud Services
2,20804,Exatel S.A.
2,29644,Airspeed Communications Unlimited Company
2,11348,MST
2,150249,PT Atharva Telematika Persada
2,63297,Pacific Servers Inc.
2,38847,National Chung Hsing University
2,199657,"TNtech, s.r.o."
2,5722,Universidad Nacional de Colombia
2,207656,Epinatura LLC
2,62292,Websupport Magyarorszag Kft.
2,149132,GREENCLOUD LIMITED LIABILITY COMPANY
2,205196,Big Core LLC
2,49633,MGK Rafal Chmielewski
2,20655,e-Style ISP LLC
2,14232,Cooperativa Telefonica Pinamar Ltda.
2,40438,CANHOST-INC
2,45916,Gujarat Telelink Pvt Ltd
2,265561,LANTOINTERNET SA DE CV
2,197352,Tinext SA
2,14,Columbia University
2,57814,Cloud 9 Ltd.
2,25424,"InterneXt 2000, s.r.o."
2,2457,Renater
2,20218,BlackSun Inc.
2,212441,Cloud assets LLC
2,147002,VMShell Inc.
2,48910,InterNAP Network Services U.K. Limited
2,51703,Boydak Holding A.S.
2,5416,Bahrain Telecommunications Company (BATELCO) B.S.C.
2,398043,DYNU
2,30103,ZOOM-VIDEO-COMM-AS
2,29905,BAIN-CAPITAL
2,5090,ARKANSASTECH
1,28294,Minas Gerais Telecomunicacoes Ltda ME
1,15969,Systemia.pl Sp. z o.o.
1,33588,Charter Communications
1,32489,AMANAHA-NEW
1,206170,Yelles AB
1,14955,N-V-C
1,202428,Advailo SIA
1,3512,EUSHC
1,21219,Private Joint Stock Company datagroup
1,201508,Pure Broadband Ltd
1,39679,JZT Informatikai Kft.
1,206509,Kcom Group Limited
1,36473,CONTE-25-BLA-RST
1,8510,Tomsk State University
1,13591,"Mexico Red de Telecomunicaciones, S. de R.L. de C.V."
1,32787,"Akamai Technologies, Inc."
1,39414,ByteFetch Ltd
1,20068,Hawk Host Inc.
1,198525,Firma Uslugowo-Handlowa CLIMAX
1,37908,"KIBI Cable Television Co.,Ltd."
1,22769,DDOSING-BGP-NETWORK
1,61094,CRATIS d.o.o.
1,29582,Optisprint OOD
1,28075,ARLINK S.A.
1,5511,Orange
1,23316,BAI-IP-SERVICES
1,57960,PE Snitcar Olexandr Antonovich
1,209968,Sibyl System LTD
1,26496,"GoDaddy.com, LLC"
1,56913,CoChen Technology LTD.
1,12508,Rainside s.r.o.
1,35761,Mitko.Com Ltd.
1,25372,IT Consulting L.L.C.
1,213250,ITP-Solutions UG & Co. KG
1,12578,SIA Lattelecom
1,202009,Tieto Rus LLC
1,36297,DHI-COMPUTING-INTERNET
1,63760,AZDIGI Corporation
1,395681,WAVE-AMERICA
1,138062,PT. Awan Kilat Semesta
1,268784,Multi Sistem Telecom LTDA ME
1,61998,SzerverPlex.hu KFT.
1,267809,360NET C.A.
1,31059,Avelacom Business Ltd.
1,4249,LILLY-AS
1,5391,Hrvatski Telekom d.d.
1,59456,Cloud-Brokers IT-Services GmbH
1,19538,ADVANTAGECOM
1,28787,Baktelekom
1,16628,DedFiberCo
1,25190,UAB Kauno interneto sistemos
1,16637,MTN Business Solutions
1,13326,TUFTS-UNIVERSITY
1,23953,PT ARTHA TELEKOMINDO
1,54980,Redbird Communications Inc
1,58057,Securebit AG
1,21453,Flex Ltd.
1,201640,Spred Ltd
1,197720,TURKTICARET.NET YAZILIM HIZMETLERI SAN. ve TIC. A.S.
1,17216,DC74-AS
1,49289,Omegacom S.R.L.S.
1,202376,Arvid Logicum OU
1,23688,Link3 Technologies Ltd.
1,212815,Dyjix SAS
1,61490,Cable Norte Tv SA
1,201194,Kavoshgar Novin Karamad Company LLC
1,14230,Involta
1,60813,Banco Sabadell
1,9264,Academic Sinica Network
1,42232,PARISAT Tavkozlesi es Szolgaltato Korlatolt Felelossegu Tarsasag
1,10026,Pacnet Global Ltd
1,44853,Telehost SRL
1,26557,CARLET-NET
1,201921,Inter Lotto LLC
1,205591,Stefan Dunkel
1,42323,JSC Zap-SibTransTelekom
1,263702,GRUPO ZGH SPA
1,38322,WEBE DIGITAL SDN. BHD.
1,141739,China Telecom
1,201559,United Networks SE
1,26646,TravelCLICK Inc.
1,59684,"Hoster kg, Ltd."
1,6713,Itissalat Al-MAGHRIB
1,29492,Eidsiva Bredband AS
1,29465,MTN NIGERIA Communication limited
1,60790,Schokker IT B.V.
1,43955,Nrp Network LLC
1,49999,Hydra Communications Ltd
1,132108,"IL&FS House, Plot No. 14"
1,208931,Redimer Comunicaciones S. L.
1,9708,Pukyong National University
1,138407,The Internet Data Center of Guizhou Mobile Communication Company Limited
1,45215,OneNet Limited.
1,203660,Plesk International GmbH
1,141645,PT Pratama Asia Globalindo
1,17769,PT Indopratama Teleglobal ISPWisma BSG Floor 6
1,198761,Simac IT NL B.V.
1,3330,eww ag
1,32098,TRANSTELCO-INC
1,201520,Dedicated Telekomunikasyon Teknoloji Hiz. Tic. San. LTD. STI.
1,24936,LLC Management Company Svyaz
1,42298,Ooredoo Q.S.C.
1,5381,Broadnet AS
1,138077,PT Abhinawa Sumberdaya Asia
1,812,ROGERS-COMMUNICATIONS
1,39416,Infoart d.o.o.
1,57912,Asyst EOOD
1,34754,Telnet Limited
1,42518,Unet Communication LLC
1,62445,Ada Voice Srl
1,203455,Valsil d.o.o.
1,35539,Information and Communication Technologies LLC
1,31115,Intred S.p.A.
1,208238,HAHN Group GmbH
1,35492,FunkFeuer Wien - Verein zur Foerderung freier Netze
1,47625,Hosting Systems
1,34263,MPY Palvelut Oyj
1,38843,"PUMO NETWORK DIGITAL TECHNOLOGY CO.,LTD"
1,156,Northeastern University
1,134612,PT Atria Teknologi Indonesia
1,13444,TRS-GL-01
1,14051,SUREWEST
1,140801,HARAVAN TECHNOLOGY CORPORATION
1,206607,Nexus Bytes LLC
1,209700,pasha Technology LLC
1,18129,OKAYAMA NETWORK INC.
1,19165,WEBPASS
1,45677,"Isahaya Cable Media Co.,Ltd"
1,60203,Innovaciones Tecnlogicas del Sur S.L.
1,49614,Cenuta LLC
1,133887,CyberHub Ltd
1,268881,NMULTIFIBRA TELECOMUNICACAO LTDA
1,6332,"Telefonos del Noroeste, S.A. de C.V."
1,44395,Ucom CJSC
1,269070,Hostzone Tecnologia LTDA
1,10265,SENECACOLLEGE-AS
1,17113,"TierPoint, LLC"
1,28257,G. DE SOUSA ARAUJO
1,44634,LLC SibSvayzStroy
1,25002,Linea Com S R L
1,4181,TDS TELECOM
1,199391,Xglobe Online LTD
1,58515,Allied Bank Limited
1,3175,Citytelecom LLC
1,8517,National Academic Network and Information Center
1,206805,TechnoServ AS OOO
1,22611,"InMotion Hosting, Inc."
1,136744,DREAM POWER TECHNOLOGY LIMITED
1,21183,ABCOM Shpk
1,14127,Iland Internet Solutions Corporation
1,200651,Flokinet Ltd
1,13259,Delta Telesystems Ltd.
1,134367,"GIBSON, ADAM GORDON T/A GIBZTECH"
1,394151,Whatbox Inc.
1,28343,Unifique Telecomunicacoes SA
1,41732,Mihaila N Valentin-eugen Pfa
1,43118,East & West Sp. z o.o.
1,45786,ISP
1,56582,Netfactor Telekominikasyon Ve Teknoloji Hizmetleri Sanayi Ve Jsc
1,28890,INSYS LLC
1,38851,TNET Communication Inc.
1,134419,Beihai
1,205897,Hostoweb Ltd
1,271814,NEXTNET SAC
1,17501,WorldLink Communications Pvt Ltd
1,21021,Multimedia Polska S.A.
1,35994,"Akamai Technologies, Inc."
1,49242,Internet Union Spolka Akcyjna
1,42160,DC STAR nv
1,138678,Grandbo Technology Development Corporation
1,8596,hotze.com GmbH
1,7794,Execulink Telecom Inc.
1,131273,HiMORE Digital
1,13325,STOMI
1,50597,ScopeSky Communication and Internet Ltd.
1,34896,Vostoktelecom Telephone Company Limited Liability Company
1,31027,GlobalConnect A/S
1,17878,DREAMMARK1
1,8365,Man-da.de GmbH
1,30801,Ozone SAS
1,37518,FIBERGRID
1,50606,Virtuaoperator Sp. z o.o.
1,12735,TurkNet Iletisim Hizmetleri A.S.
1,50156,Boxed IT Ltd.
1,43548,Kabelna Televizia Delta Ltd.
1,206262,TelKos L.L.C
1,60922,KKM IT Limited
1,49434,Harmony Hosting SARL
1,9790,VocusGroup
1,30900,WebWorld
1,31323,United Networks Ltd.
1,26388,FIBERFI
1,7184,Universidad Veracruzana
1,40191,ZEROFAIL
1,21058,Network Sistemi S.r.l.s.
1,133075,Telesmart Limited
1,7438,"Pegaso PCS, S.A. de C.V."
1,27515,WORKD-LAB
1,15828,"Blue Diamond Network Co., Ltd."
1,271,BCNET-AS
1,24645,"CSC Telecom, UAB"
1,47846,SEDO GmbH
1,44990,Trenka Informatik AG
1,1657,LOUISVILLE
1,207375,Fiber Operator B.V.
1,33828,iptoX GmbH
1,19653,CTSTELECOM
1,132816,SimplerCloud Pte Ltd
1,24324,Kordia Limited
1,39531,Alter-NET SRL
1,39636,Iren Energia S.p.a
1,28886,Sia optron
1,15545,Magyar Telekom plc.
1,5693,DATABANK-LATISYS
1,20299,Newcom Limited
1,38482,Biznet ISP
1,208802,Netavo Global Data Services Ltd
1,199542,Iomart Hosting Limited
1,59107,Hachinohe Cable Television Co.
1,17018,"Quality Investment Properties Sacramento, LLC"
1,150830,CHIEU MINH COMPANY LIMITED
1,205948,creoline GmbH
1,10013,"FreeBit Co.,Ltd."
1,7693,KSC Commercial Internet Co. Ltd.
1,34927,iFog GmbH
1,3701,NERONET
1,60330,Belarusian Cloud Technologies LLC
1,34398,ETS Ersoy Turistik Servisleri A.S.
1,43865,Intek-M LLC
1,23493,ACUITY
1,264686,TECNOLOGIA Y SISTEMAS WILCASJI SOCIEDAD ANONIMA
1,6730,Sunrise GmbH
1,49983,MiroNet AG
1,14453,AS-AKN
1,19182,TELEFONICA BRASIL S.A
1,58812,Information Technology Center
1,15516,Arrowhead A/S
1,1958,NCRWIN1958
1,54527,Astute Hosting Inc.
1,38716,DC West Pty. Ltd.
1,35506,Information Society S.A.
1,56837,Tigron BVBA
1,39699,Lounea Palvelut Oy
1,11272,TELEPAK-NETWORKS-INC
1,50565,Muzaffer Guler
1,36529,AXXA-RACKCO
1,132422,Hong Kong Telecom Global Data Centre
1,31036,"New Telesystems, Ltd."
1,15533,SunGard Availability Services (UK) Ltd
1,2259,Renater
1,1853,ACONET
1,141788,Noise Comm
1,23487,CONECEL
1,44476,Zetta Hosting Solutions LLC.
1,39032,ist Telekom LLC
1,27205,IHSM-AS27205
1,7622,Korea Advanced Institute of Science and Technology
1,207031,V-Hosting AS
1,199860,Stack Data Network LLC
1,36198,THE-ZNSL-NETWORK
1,1301,Electricite de France SA
1,4793,Hyundai Heavy Industries
1,58269,CloudHosting SIA
1,42844,Kbrod.net Ltd.
1,49364,Serv.Ge Ltd
1,8282,FidoNet Registration Services Ltd
